"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V2.1","V3.1","V4.1","V5.1","V6.1","V7.1","V8.1","V9.1","V10.1","V11.1","V12.1","V13.1","V14.1","V15.1","V16.1","V17.1","V18.1","V19.1","V20.1","V21.1","V22.1","V23.1","V24.1"
"1","miRNA_ID","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","AML","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin","Skin"
"307","hsa-mir-22","8754.700039","31635.85906","11852.28902","66038.90865","26356.20403","14850.36376","17204.97402","50119.84514","45007.00325","28101.29","52992.62557","40248.12058","48543.52811","44410.44367","38210.29208","38361.6083","37731.32237","9546.591141","8236.448785","42336.14361","26740.88056","38060.25473","13319.61121","56425.41213","113132.1333","88071.7101","53193.76019","75533.77903","69375.09983","69332.62227","114005.3521","86916.33771","22563.61682","89361.97995","179605.1227","113621.9312","72843.68396","178320.1865","29170.05094","106209.4193","156914.5746","20708.27947","112813.3826","53270.27438","73089.95912","34386.99428"
"308","hsa-mir-221","1828.212755","1167.159657","3576.859413","406.601595","2309.23928","2576.864614","595.617167","2870.607986","1873.75549","2007.325484","522.805793","2795.106016","799.273018","647.762361","2597.344647","692.620849","1586.964454","5374.725504","4525.654463","607.56115","1030.528716","1379.391059","2025.051989","260.60156","175.837313","332.482906","1430.70296","847.799208","358.101598","1199.013401","202.170069","158.321072","134.257348","705.462682","101.006251","1051.706186","2118.068333","574.520822","324.147045","175.305115","1477.65148","284.161378","636.760692","187.722673","1043.090022","631.043407"
"309","hsa-mir-222","320.530808","255.749673","1106.034129","88.684282","447.500044","809.224535","143.916365","547.850408","421.921695","358.749575","122.197185","668.458597","132.374112","159.898292","722.083367","159.61094","313.896162","1493.602821","723.983545","250.661812","188.26794","327.617959","366.50535","131.08478","37.608264","145.040219","535.779848","123.017338","68.593202","352.292102","92.008011","72.180151","52.669116","296.07604","51.074859","421.445271","378.082402","317.888176","90.718731","135.555699","130.166235","31.387262","120.08276","73.370481","232.40817","157.161911"
"310","hsa-mir-223","15963.94514","29493.75437","12504.62231","6912.029152","8730.833306","6514.413726","10259.13895","18183.41592","51638.73484","22394.73956","20978.11911","33539.51463","14111.40778","28123.14696","8996.4516","46702.96666","10529.20076","12762.66017","13098.34665","31736.01297","4948.192151","19064.8554","9179.075814","23.206396","1130.738529","2409.015003","2176.739043","207.485463","77.932182","413.643805","1077.277652","505.261057","151.022053","378.231188","34.685165","466.736335","3038.203325","1538.728242","27.056464","256.842378","478.675831","42.205202","1050.839176","128.233093","44.844799","192.778889"
"311","hsa-mir-224","2.158457","3.065624","0.737725","16.628303","0","2.343314","0","10.984469","1.244607","0.506708","0.165131","2.929266","0.116938","1.089225","0","1.007009","0.161886","0.303331","4.54383","0.489574","0","1.677683","0.191187","3.763199","33.12516","14.662536","30.951425","11.054553","1.932203","8.586979","48.685853","4.901121","8.3125","20.241123","7.241958","5.244228","19.883907","26.023591","1.591557","15.288237","3.468665","1.218923","20.703924","21.812846","3.027024","7.985869"
"312","hsa-mir-2276","1.079228","0.306562","0","0","0.474047","0","0","0","0","0","0","0","0","0","0","0.201402","0.161886","0.758328","0","0.244787","0","0.335537","0","0","0.249061","0.79257","1.067291","0.28345","0","0","0.412592","1.485188","0.209559","0.992212","0","1.430244","2.017208","1.467997","0","6.115295","0","0.304731","0.460087","0","0.112112","0"
"313","hsa-mir-2277","6.47537","1.379531","2.213175","0.197956","0.474047","9.373257","0.733519","1.830745","2.022486","1.77348","1.321051","1.171707","0.70163","0.43569","0","1.208411","0.485657","1.819987","7.57305","4.283771","0.899083","1.207932","1.720682","4.703999","0.498123","0.990712","3.201872","1.984151","2.254237","3.050637","2.475552","1.039632","1.397059","2.778193","1.524623","6.197725","3.458071","2.402178","5.305189","5.096079","0.182561","0.152365","1.840349","1.982986","2.130128","2.236043"
"314","hsa-mir-2278","0","0.076641","0","0","0","2.343314","0","0","0","0","0.165131","0","0","0","0","0","0.323771","0","0","0.122393","0.179817","0","0","0.6272","0","0","0.533645","0","0.322034","0.112987","0.412592","0.148519","0.209559","0.396885","0","0","0","0","0","2.038432","0.365123","0.152365","0","0","0.112112","0.479152"
"315","hsa-mir-2355","59.357557","391.25025","122.738988","95.414785","224.066053","19.527619","51.346308","134.559749","457.081836","246.76701","164.140543","244.300819","84.897178","437.868621","172.437819","594.739566","103.606779","303.937861","60.584397","224.469611","139.537652","288.494389","32.692965","26.028796","9.962454","11.6904","62.436496","33.44711","44.118632","35.364794","53.636957","29.109691","37.161763","17.661372","182.573563","104.407822","44.378575","171.488794","25.995426","253.78473","29.757498","1.523654","23.464447","10.575925","23.431407","35.776695"
"316","hsa-mir-2392","0","0","0","0","0.316031","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"317","hsa-mir-23a","2114.208257","5741.530352","1748.684775","1772.497896","7526.912814","5677.850525","3648.521909","6508.29808","5996.359836","10867.12255","4878.805163","4556.180986","5311.803596","3113.659802","7066.547195","4118.365056","7845.947081","5129.027234","6818.773893","4187.937121","3581.766097","4898.36495","4098.474271","12586.96127","5459.175731","9721.855659","3386.512863","5167.295076","5305.82907","15496.33302","2983.865178","3155.282525","2271.198446","8230.794845","6918.737612","4875.70225","1850.06785","8062.642387","3286.034037","3959.143716","9778.715575","4737.952929","7220.148507","3312.247582","3573.569911","2318.936781"
"318","hsa-mir-23b","94.972091","175.123765","100.330593","276.346556","681.521077","183.559619","672.489925","203.212683","178.756647","294.650958","145.645834","390.76414","113.780929","109.031465","383.636332","133.126601","169.008558","266.021461","504.365106","112.601986","483.706552","156.964032","190.613372","616.223905","1753.142843","937.609721","546.452753","871.892466","1031.79633","638.600051","623.426477","806.457242","617.709536","496.50285","3226.10154","842.413794","241.77678","788.314633","2574.608199","664.019084","3143.706262","715.66005","596.733105","703.299028","458.089621","609.321842"
"319","hsa-mir-23c","0","0.153281","0.092216","0","0.790078","0","0.293407","0","0.155576","0.506708","0","0.585853","0.116938","0","0","0","0.161886","0.151666","0","0","0","0.067107","0.573561","0","0.498123","0.198142","0","0.28345","0.966101","0","0.412592","0.297038","0.139706","0.198442","1.143467","0","0","0.400363","4.244151","1.528824","1.643052","0.304731","0.460087","0.660995","0","0"
"320","hsa-mir-24-1","797.54972","2090.678856","779.959702","669.091232","3527.697203","924.82804","792.786988","1702.592747","1503.173825","3433.203033","2342.057662","2769.328472","1650.349686","1341.707879","2241.880722","1067.832434","1884.995828","1632.073513","1564.592055","749.415173","1918.822532","1200.885575","1749.551619","1582.111757","1351.655947","1523.516726","582.206986","803.580995","1965.050315","1291.09745","777.323285","871.657008","612.81983","829.290731","1615.71886","1168.509457","793.627237","790.04954","1621.796263","779.700075","2484.294704","454.658205","1692.20074","487.814551","540.155602","560.44832"
"321","hsa-mir-24-2","809.421231","2143.560868","791.855517","650.879281","3528.961327","1170.87604","795.427655","1746.530624","1542.378938","3477.286668","2343.04845","2870.095236","1659.236994","1324.389195","2257.195923","1096.129389","1899.565531","1674.691546","1650.924821","826.400662","1952.448229","1235.445847","1787.024258","1626.01575","1396.736051","1571.863466","615.826638","819.17075","2033.96555","1360.358213","801.666211","886.508891","643.624976","859.850859","1682.802256","1202.835316","797.37348","817.407674","1611.716404","808.747725","2522.267463","439.574035","1717.965623","440.883883","561.681106","566.677299"
"322","hsa-mir-2467","0","0","0.092216","0","1.264124","0.781105","0","0","0.155576","0","0","0","0.233877","0","0","0","0","0.303331","0","0","0.179817","0","3.441365","0","0","0","0.533645","0","0","0","0","0","0","0","0","0","0.288173","0.266909","2.652594","0","0","0","0","0","0","0"
"323","hsa-mir-25","94599.75739","56475.53651","50106.73958","82630.78754","69586.57285","35728.51298","45494.4422","61083.71859","120281.5985","72319.45535","54395.58135","112258.8628","22078.29461","133282.7424","49568.68802","52609.67915","59624.56789","60311.49384","86924.97834","44843.12891","85882.18815","82584.21986","35736.27904","29126.22273","6505.482463","21831.32694","51023.95854","32319.54575","23937.0952","21845.6129","12964.4651","12046.21371","22347.35212","26752.81183","35644.91538","26233.06114","28122.18401","8173.809831","71919.79403","29642.36228","18207.75517","21885.14944","17037.94937","19256.77686","21683.35715","56148.80805"
"324","hsa-mir-2681","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.249061","0","0","0","0","0","0","0","0","0","0","0","0","0.266909","0","0","0","0","0","0","0","0"
"325","hsa-mir-2682","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3.864406","0.903893","0","0","0.139706","0","0","0","0","0.533817","0","0","0","0","0","1.982986","0","0.159717"
"326","hsa-mir-26a-1","1932.897901","2104.857366","1915.133966","3986.43764","5399.865466","503.812572","3512.674249","2313.146167","1212.091417","2740.279242","1694.742846","4717.290639","997.483372","3096.01435","3029.573653","2734.734573","2409.828916","4410.890621","1844.794892","1315.362546","6259.953971","1873.166754","2021.22825","709.676691","1294.620897","992.891444","670.258455","3790.294556","617.982883","1280.589699","807.855091","670.265476","630.422771","966.612862","415.459674","812.855416","2184.924368","299.338027","2143.826856","445.397298","1904.29733","2467.09975","1971.013586","435.59592","1596.026392","1352.327138"
"327","hsa-mir-26a-2","1849.797321","2065.770661","1943.536377","4017.516729","5388.172315","477.25501","3493.015949","2317.723029","1242.895435","2726.34476","1747.584872","4746.583304","1013.503914","3127.928655","3067.767117","2739.064712","2370.490717","4422.720538","1891.747799","1309.610053","6239.275066","1887.863258","2040.155756","702.150292","1337.45945","1026.179363","657.450969","3871.07783","636.660844","1274.262452","811.568419","656.007668","638.036741","954.507877","432.230523","786.634273","2180.601779","314.818727","2161.333979","420.936119","1874.174709","2425.656375","1951.689923","438.900897","1598.380744","1356.000638"
"328","hsa-mir-26b","9287.838824","2265.189496","2003.199882","1064.211379","1595.008984","1010.749564","890.198269","1085.174033","1659.838702","1847.712325","1252.356011","1402.532761","1309.591592","1108.177948","1648.747566","2658.403284","1201.352975","3144.482868","1102.636027","2241.269093","2017.901458","1637.351615","874.489029","325.20315","536.976271","755.318736","374.085332","887.198771","482.728683","522.562852","543.383634","239.857909","420.02572","333.978536","568.684251","828.111353","823.597183","249.559567","663.679138","462.723966","230.574971","1060.005741","1072.003187","282.906","617.737105","477.23556"
"329","hsa-mir-27a","1281.044002","4091.918134","1368.387564","760.744853","5171.374977","3492.319397","1516.62322","4198.355716","4073.909106","6484.854611","4448.472915","2583.612981","3925.617443","1844.058646","4128.108442","2124.990572","5541.667571","5064.721019","2726.297869","2161.958129","2371.241002","3259.40276","4592.118931","2649.605993","1151.659683","3087.652639","1077.963439","1176.601309","587.389671","1171.78364","846.226145","731.603752","390.687486","1607.383327","959.368806","1496.988859","795.356272","1083.782485","1323.644644","759.31576","4256.782747","494.425561","3305.726567","569.777972","1157.332147","438.264517"
"330","hsa-mir-27b","624.873191","411.78993","209.42167","300.101274","729.557805","110.916876","905.308753","345.553098","465.016204","506.455085","394.66388","414.198271","282.055087","236.797608","375.695116","238.560452","377.840971","466.97838","310.495035","186.772424","763.680939","300.103956","469.93748","788.703879","2493.104114","1654.092552","652.648161","702.389314","1114.55902","360.314148","893.26163","631.056505","502.03307","412.760163","2546.882147","188.315478","239.183227","348.983031","4665.913684","329.716306","646.08458","601.538402","765.585109","653.724378","390.71031","641.265319"
"331","hsa-mir-28","10101.57697","6042.651259","6112.420061","4433.620211","7469.711184","11889.1956","6615.604964","9762.904806","12377.61432","9279.098302","8889.184657","8580.407191","6949.173135","11326.8552","4243.634218","9837.673156","8369.808855","7241.122368","6111.451057","5404.772929","9098.538217","10764.88727","4334.590132","8574.763483","3445.763778","2556.036645","5772.440851","5216.04849","7787.421617","6505.540296","7026.028777","3693.217724","2382.194765","6468.03113","6951.135844","10190.48945","8719.237219","2846.847429","1717.820183","9299.324821","6341.633241","2882.60006","6897.167289","2990.342858","4136.0358","3003.166078"
"332","hsa-mir-2861","0","0","0","0","0","0","0","0","0","0.253354","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"333","hsa-mir-2909","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"334","hsa-mir-296","16.188425","0.766406","1.106587","32.860694","0","23.433143","1.17363","2.288431","0.466728","0.760063","0.990788","2.929266","0.818568","1.633838","1.512612","7.149765","0","0.303331","15.146099","1.346328","1.258716","3.288259","1.338309","19.756797","20.173969","32.891634","0","12.471804","2.254237","10.733723","15.265903","10.09928","34.507352","89.695958","32.779387","14.302441","8.068832","24.689048","16.446086","48.41275","29.757498","21.026418","4.140785","15.202893","45.069023","16.450891"
"335","hsa-mir-297","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"336","hsa-mir-298","0","0","0","0.197956","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"337","hsa-mir-299","0","0","0.092216","6.334592","0","0","0.293407","0","4.200548","0","0.165131","0","0","0","0.189077","0.201402","0","0.303331","0","0","0","0.134215","0","0.3136","15.939926","3.566563","5.870098","3.401401","0","0.33896","13.202943","1.188151","9.569853","0.595327","0.381156","5.720977","0.864518","101.15837","1.591557","2.548039","4.746595","0","5.981134","0","0.224224","2.236043"
